,main_post,reply_post,fold,label
3327,عاجل: انتشال عشرات الجثث من تحت انفاق غزة بواسطات آليات مصرية وحماس تتكتم عن الموضوع وتطالب من اسر الضحايا عدم الصراخ والويل او اظهار اي نوع من الحداد.,<USER> انت كاذب لانهم ليسو بقتلا ولكن شهداء عند ربهم يرزقون,2,Negative
3328,"يسألني البعض لماذا أغرّد ضدّ جعجع؟
ليس لزيادة الشرخ المسيحي، ولا حقداً عليه وإلا ما زرته في معراب،
كل ما في الأمر هو لتوعية ذاكرة من نسي أو يتناسى أن كل ما يحصل لنا كمسيحيين هو نتيجة رهانات جعجع الفاشلة منذ سيطر على القوات وحتى اليوم.. #منتهية",<USER> أنا معك ، بس بدنا نلاقي طريقة نتفاهم مع القوات، خلافات مسيحي - مسيحي ما بقى لازم تكون,0,Positive
3329,مقررات المجلس الأعلى للدفاع: الطلب الى وزارتي الاشغال العامة والنقل والصحة، اتخاذ الإجراءات اللازمة لتسريع وتسهيل عملية اجراء فحوصات الـPCR للمسافرين الوافدين الى مطار رفيق الحريري الدولي,<USER> وبلا pcr المسافر معو دولار ما تجرصونا معو بليز بابا كون حازم,1,Neutral
3330,من هو اول رئيس عربي سيبارك رئيس الحكومة الإسرائيلية الجديدة؟,<USER> التافه محمد بن ناقص,1,Neutral
3331,"أحدُهم على قناة العربية طالب حزب الله بدفع المال لجمارك الدولة اللبنانية مقابل دخول الصواريخ.

يا هذا:

هذه الصواريخ دُفِعَ جمركها للوطن، وجمركها كان شهداء وجرحى ودماء كي تقطع آلاف الكيلومترات تحت الأقمار الصناعية والرادارات والطائرات وتصل إلى مرابضها الموجهة إلى الكيان الصهيوني.",<USER> احسنت الرد جزاك الله خيرا,0,Positive
3332,اضراب مين مع مين على مين ضد مين ،شو صاير فيكون !!,<USER> اضراب ضدك وضد جبران وضد سليم وضد الآن وضد ابراهيم وضد حكمت وضد كل العهد العهر ولي حلو عنا وما تنسو تقولو للرئيس انو كل الشعب ضدنا حتى اهالنا,2,Negative
3333,يا أهلنا المنتشرين، انتو روحنا وأملنا، وانتو جزء من الشعب اللبناني المناضل والصامد. الكم بتسهل كل التضحيات – وما منقبل حدا يحرمكم من صوتكم وحقّكم.,<USER> اول اسمن مهاجرين او مهجرين لانو يلي متلك ما عرفو يعمل ربع خطة اقتصادية تردن عبلدن على مدى ١٦ سنة بالسلطة تأنيًا منعرف مين و كيف ننتخب فما كتير تناشدنا …,1,Neutral
3334,"انا مش شايل هم سلطان بن سحيم ال ثاني 

انا شايل هم محمد حمد بن فطيس وش صار عليه",<USER> شفت شلون ياكوهين نهاية اللي يخون بلده ويكون عميل☺️,1,Negative
3335,نحن مع تأليف الحكومة بسرعة برئاسة الرئيس سعد الحريري فهذا الخيار نحن ملزمون به بالدستور ونتمنى حصول مبادرة سريعة بأخذ الخطوات اللازمة لأن الاهم هو موضوع الاصلاحات,<USER> عندي سؤال جبران بيقرأ التعليقات يلي عندو🤔🤔,2,Neutral
3336,انا اليوم عم احكي من البترون وانا وأهلها وضيوفها ما رح نخلّيكن تخرّبوها.  البترون كانت ورح تبقى مدينة السلام، بتحبّ المسالمين وبترفض الزعران. حرام ينعمل هيك، بأي منطقة حلوة، ونحنا رح نشتغل لحتى كلّ منطقة بلبنان تكون حلوة متلها.,<USER> عم يبزقوا عليك بالبترون..من يومين بس...طعمرك,0,Negative
3337,القصة مش قصّة مناصفة و متالتة و مجامعة و معايشة ….القصة إنو التدقيق الجنائي هوّي #معركة_وجود,<USER> اكيد مفهومة و برّي رح يجن اكتر و اكتر,2,Neutral
3338,الاخوان و حماس و الصحوة و الاسلام السياسي على جميع البشر ان يحاربوا هذا الشر المؤصل الذي يهدد العالم والانظمة المعتدلة الصديقة.,<USER> سيتم احتواء حماس ويتم التعاون الخليجي مع ايران ومصر وتركيا وقطر وسيتم عزلكم عالميا خبر عاجل,2,Neutral
3339,اجتماع بعبدا: ستصدر لاحقاً موافقة استثنائية من رئيسي الجمهورية والحكومة من أجل تثبيت استمرار سياسة دعم الدواء والمستلزمات والمغروسات الطبيّة,<USER> من حقنا كلبنانيين أن نعرف لماذا لم توقع فخامتك و بصورة إستثنائية مرسوم تحديد الحدود البحرية كما من حقنا أن نعرف مصدر تمويل دعم الدواء فهل هو من ودائع الناس أم أنكم قررتم إسترجاع المال المنهوب من الصهر المعجزة و لاسيما في ملف الكهرباء من أجل توفير السيولة اللازمة ؟,4,Neutral
3340,"كل من يدعوا الى التظاهر في بلده هو خائن

الدين الاسلامي يدعوا الى الصبر على الحاكم الظالم 

الصبر على الحاكم الظالم ولا خراب الاوطان يا عرب

شوفوا سوريا ومصر واتعضوا الف مره قبل اي فكرة مثل هالافكار الشيطانية الله يديم نعمة الامن والامان في كل الدول العربية امين يا رب",<USER> زين واحنا العراقيين صار اكثر من ١٧ سنه صابرين وبعدين !شنو الحل ؟؟,1,Neutral
3341,الكابتيال كونترول كان مفروض يصدر ثاني او ثالث يوم بعد 17 تشرين. مرّ سنة و 8 اشهر عليه. ليش؟ لأنهم استفادوا من تهريب الأموال للخارج، لا بل هرّبوها هنّي؛ ومين هو صاحب المصرف يلّي بيسترجي يقلهن لا! على قول احد اصحاب المصارف... ولليوم بعدهم عم يهرّبوا، ومن هيك ما بدّهم اقرار القانون,<USER> أستاذ جبران يا ريت احتفظت بهذا الحديث وما صرحت فيه لانه بيدينك متلك متل كل الكتل مهما كبرت كتلتك انتو ما قدرتو تواجهوا لأنك مشيت بالتسويات والتسويات وصلتنا للخراب # قصة ما خلونا ما عاد حدا يقبضها الفساد نوعين فاسد وحامي ومطنش,0,Negative
3342,قطر 🇶🇦 منذ سنة ١٩٩٥ وهي تدعم الإرهاب وتتآمر على الأنظمة العربية المعتدلة وتحالف الانظمة الإقليمية المتطرفة والمتشددة وتمول حماس الاٍرهابية وتدعم الاخوان يجب تجميد أموال قطر في الولايات المتحدة و أوروبا وبريطانيا,"<USER> اذا قطر هيك يا عرصه ليش لكن عاملين علاقات معها وسفاره سريه بقطر 
اتركوهم هم ناس وحشين 
يقطع غباك",1,Negative
3343,إخت السياسة يلي بتخلي العالم تنشر غسيلها علناً ويهينوا بعض علناً من بعد ما يكونوا مع بعض آكلين على نفس الطاولة ، بدك تعرف نفسيتو ؟! فتاح معو موضوع سياسة ، عنجد انكن بشعين مش عارفين انو بكرا الكبار كلهن رح يقعدوا على نفس الطاولة ويتصالحوا وانتو #بضلكن_صغار,<USER> كلامك كتير  صح ...👍,4,Positive
3344,"زوج : يا مرا من وقت ما الله عطاني ياكي.....
الزوجة : إيه إيه حبيبي قول قول😊😊
الزوج : ما عاد إسترجي أطلب منّو شي🥺. 
#مسك_الختام",<USER> ليش  بعد  بيسترجي  يطلب    🤣🤣🤣🤣🤣🤣,0,Neutral
3345,اجتماع بعبدا: ستصدر لاحقاً موافقة استثنائية من رئيسي الجمهورية والحكومة من أجل تثبيت استمرار سياسة دعم الدواء والمستلزمات والمغروسات الطبيّة,<USER> اول شي انت ما بتمثلني كرئيس جمهورية بلدي، تاني شي بلاها البطولات من كيسنا !!! بدك تعمل بطولات خلي جبران يدفع من المصريات يلي قرطهم واشترى ٥٢ عقار بالبترون او تبرع من ١،٢ مليار دولار يلي معك ياهن.,1,Negative
3346,"عام ٢٠٠٥ تحالفت كل عصابات الطائف: مستقبل أمل قوات اشتراكي كتائب ضد العماد عون، وأقنعوا حزب الله بالانضمام اليهم، ففعل.
عام ٢٠٠٦ انقلبت تلك العصابات ضد الحزب فلم يجد معه الا العماد عون..
اليوم، هل يفعلها حزب الله ويكرر الخطأ القاتل؟","<USER> <USER> فعلها وخلاص بس إنتو مش حاسين ؛ 
في مشكلة بلتحليل كبيرة ..
كل الدلائل تشير من زمان مش من هلق ...",0,Neutral
